days_since_trigger,merged_no_edge,merged_no_edge_low,merged_no_edge_high,merged_with_edge,merged_with_edge_low,merged_with_edge_high,merged_no_reply,merged_no_reply_low,merged_no_reply_high,merged_reply_off_target,merged_reply_off_target_low,merged_reply_off_target_high,merged_reply_on_target,merged_reply_on_target_low,merged_reply_on_target_high
17.0,0.7768005299630805,0.7264015088981092,0.813247381022542,0.8074128664153615,0.7418803506744207,0.8638472232008327,0.7552363580031428,0.7063535542808864,0.7939711472607937,0.8760425554596032,0.8098814736025829,0.9234873259669939,0.8074128664153615,0.7418803506744207,0.8638472232008327
17.5,0.7772921587517081,0.727889930923643,0.8132479665203481,0.8157862200494761,0.7471894966779846,0.8712865063442559,0.7558122724549001,0.7069354692410508,0.7944103288167332,0.8760425554596032,0.8098814736025829,0.9234873259669939,0.8157862200494761,0.7471894966779846,0.8712865063442559
18.0,0.7782819713794783,0.7290108526446992,0.8141468819679784,0.8157862200494761,0.7471894966779846,0.8712865063442559,0.7569723091653281,0.7081329169045792,0.7965547961409396,0.8760425554596032,0.8098814736025829,0.9234873259669939,0.8157862200494761,0.7471894966779846,0.8712865063442559
18.5,0.7822589763771558,0.7340913544322393,0.8179367816489411,0.8199728968665335,0.7533594600429014,0.8764800950961602,0.7616347109079598,0.7121664079765355,0.8000154974633892,0.8760425554596032,0.8098814736025829,0.9234873259669939,0.8199728968665335,0.7533594600429014,0.8764800950961602
19.0,0.783257788412123,0.7353434738847809,0.818390221584174,0.8199728968665335,0.7533594600429014,0.8764800950961602,0.7628060391098862,0.7123568339412579,0.8005640321494337,0.8760425554596032,0.8098814736025829,0.9234873259669939,0.8199728968665335,0.7533594600429014,0.8764800950961602
19.5,0.7852693170579501,0.7377225418481007,0.820288536385072,0.8241595736835908,0.7586492495858541,0.8764962289618771,0.7645761432956334,0.7156361432702045,0.8016528489372144,0.8803169500989272,0.8167157864912615,0.9296566580033598,0.8241595736835908,0.7586492495858541,0.8764962289618771
20.0,0.7867850630551881,0.7387747319477125,0.8212309383164879,0.8283462505006483,0.7679718361834654,0.8803551640781129,0.76635516488282,0.7167405825345491,0.8022118257280778,0.8803169500989272,0.8167157864912615,0.9296566580033598,0.8283462505006483,0.7679718361834654,0.8803551640781129
20.5,0.7898309907258283,0.7417507661470192,0.8241519083551937,0.8283462505006483,0.7679718361834654,0.8803551640781129,0.7699313613386952,0.7213337409221101,0.8068311145495046,0.8803169500989272,0.8167157864912615,0.9296566580033598,0.8283462505006483,0.7679718361834654,0.8803551640781129
21.0,0.7908512286349263,0.7417634557392742,0.8261074365055197,0.8325329273177056,0.7679718361834654,0.8867831623461354,0.7711296354983895,0.7228328957027853,0.8076860086528563,0.8803169500989272,0.8167157864912615,0.9296566580033598,0.8325329273177056,0.7679718361834654,0.8867831623461354
21.5,0.7918739610132396,0.7430522080869886,0.827679685083262,0.8325329273177056,0.7679718361834654,0.8867831623461354,0.7723310547346185,0.7234701899538077,0.8087433161171668,0.8803169500989272,0.8167157864912615,0.9296566580033598,0.8325329273177056,0.7679718361834654,0.8867831623461354
22.0,0.7944434182846811,0.7463874576904088,0.8308289647696734,0.8325329273177056,0.7679718361834654,0.8867831623461354,0.7753505367673158,0.7272375909274021,0.8140654383207746,0.8803169500989272,0.8167157864912615,0.9296566580033598,0.8325329273177056,0.7679718361834654,0.8867831623461354
22.5,0.7960085699221073,0.7484580687472838,0.8323158730125549,0.8325329273177056,0.7679718361834654,0.8867831623461354,0.7771919258102067,0.7309731591532684,0.8162468247080189,0.8803169500989272,0.8167157864912615,0.9296566580033598,0.8325329273177056,0.7679718361834654,0.8867831623461354
23.0,0.7965343210305555,0.7484729173782846,0.8330693099344613,0.836939955546187,0.7746226214708047,0.891685233209865,0.7778108371274005,0.7317546477705607,0.8171020911794858,0.8803169500989272,0.8167157864912615,0.9296566580033598,0.836939955546187,0.7746226214708047,0.891685233209865
