threshold_hours,specification,term,estimate,ci_low,ci_high,p_value
48,B_route_decomposition,C(author_agent)[T.Cursor],-0.1794038124776664,-0.3350733121497277,-0.023734312805605146,0.023896330142675257
48,B_route_decomposition,C(author_agent)[T.Devin],-0.22680979088885136,-0.46633966139064786,0.012720079612945134,0.06347047061671202
48,B_route_decomposition,C(author_agent)[T.Google_Jules],-0.29103995461835075,-0.5127557001854348,-0.06932420905126668,0.010088269350334645
48,B_route_decomposition,C(author_agent)[T.OpenAI_Codex],-0.16798578682639853,-0.298505273914852,-0.037466299737945075,0.01164968281299536
48,B_route_decomposition,C(trigger_reviewer_agent)[T.Copilot],0.04845589012504256,-0.14568544026017582,0.24259722051026095,0.6247079102844133
48,B_route_decomposition,C(trigger_reviewer_agent)[T.Cursor],-0.031851137803942886,-0.26087081182675986,0.19716853621887406,0.7851730657367317
48,B_route_decomposition,C(trigger_reviewer_agent)[T.Devin],-0.2075507714645783,-0.45401598305568935,0.03891444012653278,0.09883971392463449
48,B_route_decomposition,C(trigger_reviewer_agent)[T.OpenAI_Codex],-0.16321840727782416,-0.38872438519920793,0.06228757064355958,0.15601641667574204
48,B_route_decomposition,C(trigger_month)[T.2025-05],0.3873783665413559,-0.10643114710689511,0.8811878801896069,0.1241632249099177
48,B_route_decomposition,C(trigger_month)[T.2025-06],0.11740991363139437,-0.33818543591915334,0.5730052631819421,0.6134916982423879
48,B_route_decomposition,C(trigger_month)[T.2025-07],0.17639448495701582,-0.2806227220991525,0.6334116920131841,0.4493582320309435
48,B_route_decomposition,C(trigger_month)[T.2025-08],0.24343121194805442,-0.23479532827792196,0.7216577521740308,0.3184352101726343
48,B_route_decomposition,C(trigger_month)[T.2025-09],0.15698664879919133,-0.2983087798191472,0.6122820774175299,0.4991682943378598
48,B_route_decomposition,C(trigger_month)[T.2025-10],0.24604651918350426,-0.2096377220101964,0.7017307603772049,0.28992701073590954
48,B_route_decomposition,C(trigger_month)[T.2025-11],0.057690188544303495,-0.40627597209669664,0.5216563491853036,0.807459603450334
48,B_route_decomposition,C(trigger_month)[T.2025-12],0.23629393897923942,-0.22810333783083228,0.7006912157893112,0.3186354171471064
48,B_route_decomposition,C(trigger_month)[T.2026-01],0.10112807240294595,-0.35715115665206754,0.5594073014579595,0.6653754943871875
48,B_route_decomposition,C(trigger_month)[T.2026-02],0.20769142446057148,-0.24314744337109473,0.6585302922922377,0.3665727331602212
48,B_route_decomposition,C(trigger_month)[T.2026-03],0.14999029075083375,-0.3047635174320608,0.6047440989337283,0.5179880129457777
48,B_route_decomposition,"C(ownership_route_48h, Treatment('no_observed_action'))[T.automation_no_human]",0.034351810828070505,-0.05156214191169393,0.12026576356783494,0.4332329182600668
48,B_route_decomposition,"C(ownership_route_48h, Treatment('no_observed_action'))[T.automation_then_human]",0.22778501328019105,0.12076397665006047,0.3348060499103216,3.0245007807190386e-05
48,B_route_decomposition,"C(ownership_route_48h, Treatment('no_observed_action'))[T.human_first]",0.10932958578889543,0.014044091948493057,0.2046150796292978,0.02452253010159171
48,B_route_decomposition,"C(ownership_route_48h, Treatment('no_observed_action'))[T.movement_only]",0.2797460708015137,0.08341661630717026,0.47607552529585717,0.005226771112962383
48,B_route_decomposition,"C(ownership_route_48h, Treatment('no_observed_action'))[T.other_activity]",0.17112528023249188,0.008679290801934997,0.33357126966304873,0.0389530546596062
48,B_route_decomposition,exact_parent_reply_by_48h,0.11629405039786804,0.009469196649065564,0.22311890414667052,0.03286737678526697
48,B_route_decomposition,log1p_trigger_age_hours,0.012136831306222522,-0.007494764068273546,0.03176842668071859,0.2256243497145396
48,B_route_decomposition,log1p_pre_events,0.015487381024075072,-0.04988471577735139,0.08085947782550153,0.6424060373361011
48,B_route_decomposition,pre_user_events,0.0024816425707096896,-0.01101997606975122,0.015983261211170597,0.7186617403856759
48,B_route_decomposition,pre_bot_events,-0.0026518414248318046,-0.008108537801665889,0.002804854952002279,0.34084250106784697
48,B_route_decomposition,pre_decisive_reviews,0.052886189825099385,-0.010000210748252407,0.11577259039845117,0.09929316884141706
48,B_route_decomposition,pre_force_pushes,0.01118114381288675,-0.007526965434190734,0.029889253059964233,0.24143889114822548
