burst_threshold_minutes,exclusion_unit,excluded_group,excluded_group_prs,remaining_prs,first_post_burst_state,remaining_state_prs,share_all_prs,share_post_burst_actions
1,product_pair,Copilot -> OpenAI_Codex,417,8191,user_account,2276,0.2778659504334025,0.45033636723387416
1,product_pair,Copilot -> OpenAI_Codex,417,8191,mapped_product,1101,0.13441582224392626,0.21784724970320538
1,product_pair,Copilot -> OpenAI_Codex,417,8191,other_bot,1135,0.13856671957026004,0.22457459438068855
1,product_pair,Copilot -> OpenAI_Codex,417,8191,branch_movement_untyped,542,0.06617018679037968,0.1072417886822319
1,product_pair,Copilot -> OpenAI_Codex,417,8191,no_action_within_7d,3137,0.3829813209620315,
1,product_pair,Cursor -> Claude_Code,151,8457,user_account,2402,0.28402506799101335,0.45883476599808976
1,product_pair,Cursor -> Claude_Code,151,8457,mapped_product,1143,0.13515431003902093,0.2183381088825215
1,product_pair,Cursor -> Claude_Code,151,8457,other_bot,1140,0.13479957431713374,0.2177650429799427
1,product_pair,Cursor -> Claude_Code,151,8457,branch_movement_untyped,550,0.06503488234598558,0.10506208213944604
1,product_pair,Cursor -> Claude_Code,151,8457,no_action_within_7d,3222,0.3809861653068464,
1,product_pair,Cursor -> Copilot,494,8114,user_account,2311,0.28481636677347794,0.4586227426076602
1,product_pair,Cursor -> Copilot,494,8114,mapped_product,1119,0.13790978555582942,0.22206787060924787
1,product_pair,Cursor -> Copilot,494,8114,other_bot,1088,0.13408922849396104,0.21591585632069854
1,product_pair,Cursor -> Copilot,494,8114,branch_movement_untyped,521,0.06421000739462657,0.10339353046239333
1,product_pair,Cursor -> Copilot,494,8114,no_action_within_7d,3075,0.378974611782105,
1,product_pair,Cursor -> Devin,15,8593,user_account,2420,0.28162457814500175,0.4541189716644774
1,product_pair,Cursor -> Devin,15,8593,mapped_product,1197,0.13929942976841617,0.22462000375304936
1,product_pair,Cursor -> Devin,15,8593,other_bot,1160,0.1349935994414058,0.21767686245074122
1,product_pair,Cursor -> Devin,15,8593,branch_movement_untyped,552,0.06423833352728965,0.10358416213173204
1,product_pair,Cursor -> Devin,15,8593,no_action_within_7d,3264,0.37984405911788666,
1,product_pair,Cursor -> OpenAI_Codex,145,8463,user_account,2386,0.2819331206427981,0.4555173730431462
1,product_pair,Cursor -> OpenAI_Codex,145,8463,mapped_product,1162,0.13730355665839536,0.22184039709812906
1,product_pair,Cursor -> OpenAI_Codex,145,8463,other_bot,1138,0.13446768285477964,0.21725849560901106
1,product_pair,Cursor -> OpenAI_Codex,145,8463,branch_movement_untyped,552,0.065225097483162,0.10538373424971363
1,product_pair,Cursor -> OpenAI_Codex,145,8463,no_action_within_7d,3225,0.38107054236086496,
1,product_pair,Devin -> Claude_Code,85,8523,user_account,2397,0.28123900035198873,0.453891308464306
1,product_pair,Devin -> Claude_Code,85,8523,mapped_product,1188,0.13938753959873285,0.22495739443287255
1,product_pair,Devin -> Claude_Code,85,8523,other_bot,1144,0.13422503813211312,0.2166256390835069
1,product_pair,Devin -> Claude_Code,85,8523,branch_movement_untyped,552,0.06476592749032031,0.10452565801931453
1,product_pair,Devin -> Claude_Code,85,8523,no_action_within_7d,3242,0.380382494426845,
1,product_pair,Devin -> Copilot,430,8178,user_account,2160,0.26412325752017607,0.43045037863690716
1,product_pair,Devin -> Copilot,430,8178,mapped_product,1164,0.14233308877476156,0.2319649262654444
1,product_pair,Devin -> Copilot,430,8178,other_bot,1148,0.14037662020053804,0.22877640494220805
