omitted_product_pair,first_owner_state,metric,prs,repositories,estimate,full_estimate,change_from_full
Google_Jules -> OpenAI_Codex,user_account,cross_layer_handoff,2331,671,0.2012012012012012,0.20179948586118251,-0.0005982846599813241
Google_Jules -> OpenAI_Codex,user_account,no_next_action,2331,671,0.36765336765336765,0.3676092544987147,4.411315465296939e-05
Google_Jules -> OpenAI_Codex,mapped_product,exact_owner_persistence,903,323,0.3167220376522702,0.3167220376522702,0.0
Google_Jules -> OpenAI_Codex,mapped_product,layer_persistence,903,323,0.3798449612403101,0.3798449612403101,0.0
Google_Jules -> OpenAI_Codex,mapped_product,cross_layer_handoff,903,323,0.23477297895902546,0.23477297895902546,0.0
Google_Jules -> OpenAI_Codex,mapped_product,no_next_action,903,323,0.28792912513842744,0.28792912513842744,0.0
Google_Jules -> OpenAI_Codex,user_minus_mapped,exact_owner_persistence,3234,807,-0.12066884159907415,-0.1209208379950294,0.00025199639595524514
Google_Jules -> OpenAI_Codex,user_minus_mapped,layer_persistence,3234,807,-0.03750261889796774,-0.03794264761563143,0.00044002871766368745
Google_Jules -> OpenAI_Codex,user_minus_mapped,cross_layer_handoff,3234,807,-0.03357177775782427,-0.03297349309784295,-0.0005982846599813241
Google_Jules -> OpenAI_Codex,user_minus_mapped,no_next_action,3234,807,0.0797242425149402,0.07968012936028723,4.411315465296939e-05
OpenAI_Codex -> Claude_Code,user_account,exact_owner_persistence,2149,643,0.19637040483946022,0.1958011996572408,0.0005692051822194233
OpenAI_Codex -> Claude_Code,user_account,layer_persistence,2149,643,0.3434155421126105,0.34190231362467866,0.0015132284879318392
OpenAI_Codex -> Claude_Code,user_account,cross_layer_handoff,2149,643,0.1935784085621219,0.20179948586118251,-0.008221077299060603
OpenAI_Codex -> Claude_Code,user_account,no_next_action,2149,643,0.3722661703117729,0.3676092544987147,0.0046569158130582156
OpenAI_Codex -> Claude_Code,mapped_product,exact_owner_persistence,766,292,0.31070496083550914,0.3167220376522702,-0.006017076816761058
OpenAI_Codex -> Claude_Code,mapped_product,layer_persistence,766,292,0.37989556135770236,0.3798449612403101,5.0600117392274324e-05
OpenAI_Codex -> Claude_Code,mapped_product,cross_layer_handoff,766,292,0.23368146214099217,0.23477297895902546,-0.0010915168180332946
OpenAI_Codex -> Claude_Code,mapped_product,no_next_action,766,292,0.293733681462141,0.28792912513842744,0.005804556323713572
OpenAI_Codex -> Claude_Code,user_minus_mapped,exact_owner_persistence,2915,768,-0.11433455599604891,-0.1209208379950294,0.006586281998980481
OpenAI_Codex -> Claude_Code,user_minus_mapped,layer_persistence,2915,768,-0.036480019245091866,-0.03794264761563143,0.0014626283705395648
OpenAI_Codex -> Claude_Code,user_minus_mapped,cross_layer_handoff,2915,768,-0.04010305357887026,-0.03297349309784295,-0.007129560481027308
OpenAI_Codex -> Claude_Code,user_minus_mapped,no_next_action,2915,768,0.07853248884963188,0.07968012936028723,-0.0011476405106553567
OpenAI_Codex -> Copilot,user_account,exact_owner_persistence,1569,451,0.19184193753983428,0.1958011996572408,-0.00395926211740652
OpenAI_Codex -> Copilot,user_account,layer_persistence,1569,451,0.32122370936902483,0.34190231362467866,-0.02067860425565382
OpenAI_Codex -> Copilot,user_account,cross_layer_handoff,1569,451,0.25621414913957935,0.20179948586118251,0.054414663278396835
OpenAI_Codex -> Copilot,user_account,no_next_action,1569,451,0.3435309114085405,0.3676092544987147,-0.024078343090174203
OpenAI_Codex -> Copilot,mapped_product,exact_owner_persistence,756,257,0.3201058201058201,0.3167220376522702,0.0033837824535499217
OpenAI_Codex -> Copilot,mapped_product,layer_persistence,756,257,0.39021164021164023,0.3798449612403101,0.010366678971330145
OpenAI_Codex -> Copilot,mapped_product,cross_layer_handoff,756,257,0.2328042328042328,0.23477297895902546,-0.001968746154792672
OpenAI_Codex -> Copilot,mapped_product,no_next_action,756,257,0.2751322751322751,0.28792912513842744,-0.012796850006152327
OpenAI_Codex -> Copilot,user_minus_mapped,exact_owner_persistence,2325,554,-0.12826388256598584,-0.1209208379950294,-0.007343044570956442
OpenAI_Codex -> Copilot,user_minus_mapped,layer_persistence,2325,554,-0.0689879308426154,-0.03794264761563143,-0.031045283226983966
OpenAI_Codex -> Copilot,user_minus_mapped,cross_layer_handoff,2325,554,0.02340991633534656,-0.03297349309784295,0.05638340943318951
OpenAI_Codex -> Copilot,user_minus_mapped,no_next_action,2325,554,0.06839863627626536,0.07968012936028723,-0.011281493084021876
OpenAI_Codex -> Cursor,user_account,exact_owner_persistence,2246,646,0.19723953695458593,0.1958011996572408,0.0014383372973451325
OpenAI_Codex -> Cursor,user_account,layer_persistence,2246,646,0.342386464826358,0.34190231362467866,0.0004841512016793281
OpenAI_Codex -> Cursor,user_account,cross_layer_handoff,2246,646,0.19902048085485308,0.20179948586118251,-0.002779005006329438
OpenAI_Codex -> Cursor,user_account,no_next_action,2246,646,0.3691006233303651,0.3676092544987147,0.0014913688316504081
OpenAI_Codex -> Cursor,mapped_product,exact_owner_persistence,817,297,0.32313341493268055,0.3167220376522702,0.0064113772804103575
OpenAI_Codex -> Cursor,mapped_product,layer_persistence,817,297,0.37821297429620565,0.3798449612403101,-0.0016319869441044355
OpenAI_Codex -> Cursor,mapped_product,cross_layer_handoff,817,297,0.2350061199510404,0.23477297895902546,0.0002331409920149352
OpenAI_Codex -> Cursor,mapped_product,no_next_action,817,297,0.2913096695226438,0.28792912513842744,0.0033805443842163663
OpenAI_Codex -> Cursor,user_minus_mapped,exact_owner_persistence,3063,774,-0.12589387797809462,-0.1209208379950294,-0.004973039983065225
OpenAI_Codex -> Cursor,user_minus_mapped,layer_persistence,3063,774,-0.03582650946984767,-0.03794264761563143,0.0021161381457837636
OpenAI_Codex -> Cursor,user_minus_mapped,cross_layer_handoff,3063,774,-0.03598563909618732,-0.03297349309784295,-0.0030121459983443732
OpenAI_Codex -> Cursor,user_minus_mapped,no_next_action,3063,774,0.07779095380772127,0.07968012936028723,-0.0018891755525659581
OpenAI_Codex -> Devin,user_account,exact_owner_persistence,2257,662,0.1945059813912273,0.1958011996572408,-0.0012952182660135036
OpenAI_Codex -> Devin,user_account,layer_persistence,2257,662,0.3438192290651307,0.34190231362467866,0.0019169154404520272
OpenAI_Codex -> Devin,user_account,cross_layer_handoff,2257,662,0.19716437749224636,0.20179948586118251,-0.004635108368936158
OpenAI_Codex -> Devin,user_account,no_next_action,2257,662,0.37128932210899424,0.3676092544987147,0.003680067610279558
OpenAI_Codex -> Devin,mapped_product,exact_owner_persistence,844,316,0.31398104265402843,0.3167220376522702,-0.0027409949982417636
OpenAI_Codex -> Devin,mapped_product,layer_persistence,844,316,0.3684834123222749,0.3798449612403101,-0.011361548918035203
OpenAI_Codex -> Devin,mapped_product,cross_layer_handoff,844,316,0.2381516587677725,0.23477297895902546,0.003378679808747037
OpenAI_Codex -> Devin,mapped_product,no_next_action,844,316,0.2938388625592417,0.28792912513842744,0.005909737420814243
OpenAI_Codex -> Devin,user_minus_mapped,exact_owner_persistence,3101,798,-0.11947506126280114,-0.1209208379950294,0.00144577673222826
OpenAI_Codex -> Devin,user_minus_mapped,layer_persistence,3101,798,-0.0246641832571442,-0.03794264761563143,0.01327846435848723
OpenAI_Codex -> Devin,user_minus_mapped,cross_layer_handoff,3101,798,-0.040987281275526144,-0.03297349309784295,-0.008013788177683195
OpenAI_Codex -> Devin,user_minus_mapped,no_next_action,3101,798,0.07745045954975255,0.07968012936028723,-0.0022296698105346846
